restaurant name,phone,website,address,city,State,countryCode,location/lat,location/lng,Categories summary _1,Categories summary _2,Cusine,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,categoryName,cid,isAdvertisement,locatedIn,menu,neighborhood,orderBy/0/name,orderBy/0/orderUrl,orderBy/0/url,orderBy/1/name,orderBy/1/orderUrl,orderBy/1/url,orderBy/2/name,orderBy/2/orderUrl,orderBy/2/url,orderBy/3/name,orderBy/3/orderUrl,orderBy/3/url,orderBy/4/name,orderBy/4/orderUrl,orderBy/4/url,orderBy/5/name,orderBy/5/url,permanentlyClosed,placeId,plusCode,postalCode,price,totalScore,rank,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,scrapedAt,searchPageUrl,searchString,state,street,subTitle,temporarilyClosed,url
Them Authentic Vietnamese Cuisine & Rolls,+61 3 9077 3540,,"5/60 Siddeley St, Docklands VIC 3008, Australia",Docklands,VIC,AU,-37.8229788,144.9519647,Restaurant,,Vietnamese,Vietnamese restaurant,Restaurant,,,,,,,,,,Vietnamese restaurant,1.42E+19,FALSE,Floor 0 · Melbourne Holiday Apartments Flinders Wharf,,5/60 Siddeley St,,,,,,,,,,,,,,,,,,FALSE,ChIJAzz_fbNd1moRIv6-JKTuQcU,"5XG2+RQ Docklands, Victoria, Australia",3008,,4.8,50,141,129,5,3,3,1,7/10/2022 23:53,"https://www.google.com/maps/search/restaurant+near+Docklands+VIC/@-37.8193306,144.9392852,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,5/60 Siddeley St,,FALSE,"https://www.google.com/maps/place/Them+Authentic+Vietnamese+Cuisine+%26+Rolls/@-37.8229788,144.9519647,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65db37dff3c03:0xc541eea424befe22!8m2!3d-37.8229788!4d144.9519647?hl=en"
THE JERK SOUTH YARRA,+61 3 8685 1222,http://thejerk.com.au/,"194 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,VIC,AU,-37.8393774,144.9934886,Restaurant,,Restaurant,Restaurant,,,,,,,,,,,Restaurant,1.59E+19,FALSE,,,194 Toorak Rd,DoorDash,https://www.doordash.com/en-AU/store/the-jerk-south-yarra-2514549/?pickup=true&utm_campaign=gpa,doordash.com,fuelyourdeliveries.com,https://www.fuelyourdeliveries.com/api/fb/g_q434,fuelyourdeliveries.com,Deliveroo,https://deliveroo.com.au/menu/melbourne/south-yarra/the-jerk-south-yarra?utm_medium=affiliate&utm_source=google_maps_link,deliveroo.com.au,Just Eat,https://www.menulog.com.au/restaurants-the-jerk-south-yarra/menu?utm_source=google&utm_medium=organic&utm_campaign=orderaction,menulog.com.au,,,,,,FALSE,ChIJ4SC2Br1D1moRvjgeeD6VsNw,"5X6V+69 South Yarra, Victoria, Australia",3141,,4.8,66,136,122,6,5,2,1,8/10/2022 1:54,"https://www.google.com/maps/search/restaurant+near+South+Yarra+VIC/@-37.8408638,144.9811033,15z/data=!4m2!2m1!6e5?hl=en",,Victoria,194 Toorak Rd,,FALSE,"https://www.google.com/maps/place/THE+JERK+SOUTH+YARRA/@-37.8393774,144.9934886,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad643bd06b620e1:0xdcb0953e781e38be!8m2!3d-37.8393774!4d144.9934886?hl=en"
MT.BURGER,+61 424 380 500,,"97 Mt Alexander Rd, Flemington VIC 3031, Australia",Flemington,VIC,AU,-37.783903,144.936305,Takeout Restaurant,,Takeout Restaurant,Takeout Restaurant,,,,,,,,,,,Takeout Restaurant,1.82E+19,FALSE,,,97 Mt Alexander Rd,,,,,,,,,,,,,,,,,,FALSE,ChIJ3R61f81d1moRPJWJt9AysPw,"6W8P+CG Flemington, Victoria, Australia",3031,$,4.8,28,126,116,2,4,2,2,8/10/2022 1:06,"https://www.google.com/maps/search/restaurant+near+Flemington+VIC/@-37.7883677,144.9148181,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,97 Mt Alexander Rd,,FALSE,"https://www.google.com/maps/place/MT.BURGER/@-37.783903,144.936305,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65dcd7fb51edd:0xfcb032d0b789953c!8m2!3d-37.7839153!4d144.9363317?hl=en"
La Tonada Restaurant,+61 435 161 894,https://www.latonadarestaurant.com/,"687 Rathdowne St, Carlton North VIC 3054, Australia",Carlton North,VIC,AU,-37.7889155,144.9717595,Restaurant,,Latin,Latin American restaurant,,,,,,,,,,,Latin American restaurant,1.69E+19,FALSE,,,687 Rathdowne St,latonadarestaurant.com,http://www.latonadarestaurant.com/,latonadarestaurant.com,Deliveroo,https://deliveroo.com.au/menu/melbourne/princes-hill/la-tonada-carlton?utm_medium=affiliate&utm_source=google_maps_link,deliveroo.com.au,,,,,,,,,,,,FALSE,ChIJ7VH3cIlD1moRqKJMYoMFPOo,"6X6C+CP Carlton North, Victoria, Australia",3054,,4.8,99,122,110,7,2,2,1,7/10/2022 23:25,"https://www.google.com/maps/search/restaurant+near+Carlton+VIC/@-37.8009444,144.9640258,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,687 Rathdowne St,,FALSE,"https://www.google.com/maps/place/La+Tonada+Restaurant/@-37.7889155,144.9717595,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad6438970f751ed:0xea3c0583624ca2a8!8m2!3d-37.7889155!4d144.9717595?hl=en"
Westwood,+61 3 9348 9406,http://www.westwood3003.com/,"313 Victoria St, West Melbourne VIC 3003, Australia",West Melbourne,VIC,AU,-37.8054885,144.9510974,Bar,,Bar,Wine bar,,,,,,,,,,,Wine bar,6.53E+18,FALSE,,,313 Victoria St,obee.com.au,,http://www.obee.com.au/westwoodcoffeewine,,,,,,,,,,,,,,,FALSE,ChIJtarCnhtd1moRKHsfPL4Mplo,"5XV2+RC West Melbourne, Victoria, Australia",3003,,4.8,44,117,101,10,1,5,0,8/10/2022 2:02,"https://www.google.com/maps/search/restaurant+near+West+Melbourne+VIC/@-37.8111826,144.9354737,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,313 Victoria St,,FALSE,"https://www.google.com/maps/place/Westwood/@-37.8054885,144.9510974,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d1b9ec2aab5:0x5aa60cbe3c1f7b28!8m2!3d-37.8054873!4d144.9510976?hl=en"
So & So.,+61 3 9376 8905,https://www.facebook.com/soandsotravancore,"206 Mt Alexander Rd, Travancore VIC 3032, Australia",Travancore,VIC,AU,-37.7809582,144.9324882,Cafe,,Cafe,Cafe,Coffee shop,,,,,,,,,,Cafe,6.76E+18,FALSE,,,206 Mt Alexander Rd,,,,,,,,,,,,,,,,,,FALSE,ChIJq-i4zuNc1moRCiDhjyGo0l0,"6W9J+JX Travancore, Victoria, Australia",3032,,4.8,89,105,85,17,1,2,0,8/10/2022 1:00,"https://www.google.com/maps/search/restaurant+near+Flemington+VIC/@-37.7883677,144.9148181,14z/data=!4m2!2m1!6e5?hl=en",,Victoria,206 Mt Alexander Rd,,FALSE,"https://www.google.com/maps/place/So+%26+So./@-37.7809582,144.9324882,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65ce3ceb8e8ab:0x5dd2a8218fe1200a!8m2!3d-37.7809582!4d144.9324882?hl=en"
Docklands Den,+61 427 679 751,,"103/5 Rakaia Way, Docklands VIC 3008, Australia",Docklands,VIC,AU,-37.8141432,144.9400673,Restaurant,Cafe,western,Restaurant,Cafe,Fast food restaurant,,,,,,,,,Restaurant,8.60E+18,FALSE,Floor 0 · The District Docklands,,103/5 Rakaia Way,DoorDash,https://www.doordash.com/en-AU/store/docklands-den-docklands-23008672/?pickup=true&utm_campaign=gpa,doordash.com,Just Eat,https://www.menulog.com.au/restaurants-brekkie-on-the-docks/menu?utm_source=google&utm_medium=organic&utm_campaign=orderaction,menulog.com.au,Deliveroo,https://deliveroo.com.au/menu/melbourne/melbourne-cbd/docklands-den?utm_medium=affiliate&utm_source=google_maps_link,deliveroo.com.au,,,,,,,,,FALSE,ChIJSQQIOoRd1moRNVBf4ve5Znc,"5WPR+82 Docklands, Victoria, Australia",3008,,4.8,115,104,96,3,5,0,0,7/10/2022 23:04,"https://www.google.com/maps/search/restaurant+near+Docklands+VIC/@-37.8193306,144.9392852,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,103/5 Rakaia Way,,FALSE,"https://www.google.com/maps/place/Docklands+Den/@-37.8141432,144.9400673,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d843a080449:0x7766b9f7e25f5035!8m2!3d-37.8141432!4d144.9400673?hl=en"
Hemingway's Wine Room,+61 3 9416 5064,http://www.hemingwayswineroom.com.au/,"150 Wellington Parade, East Melbourne VIC 3002, Australia",East Melbourne,VIC,AU,-37.816106,144.984947,Restaurant,Bar,Restaurant,Restaurant,Wine bar,,,,,,,,,,Restaurant,4.04E+18,FALSE,,,150 Wellington Parade,hemingwayswineroom.com.au,,https://www.hemingwayswineroom.com.au/reservations,,,,,,,,,,,,,,,FALSE,ChIJdfMFMHVD1moRte8-aR1ODjg,"5XMM+HX East Melbourne, Victoria, Australia",3002,,4.8,2,104,91,9,1,0,3,8/10/2022 0:31,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!3m1!4b1?hl=en",,Victoria,150 Wellington Parade,,FALSE,"https://www.google.com/maps/place/Hemingway's+Wine+Room/@-37.816106,144.984947,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad643753005f375:0x380e4e1d693eefb5!8m2!3d-37.8161944!4d144.9849334?hl=en"
"Roza’s Kitchen - Pizza, Burgers, Pasta",+61 3 9021 1111,https://www.rozaskitchen.com.au/,"147 City Rd, Southbank VIC 3006, Australia",Southbank,VIC,AU,-37.8237063,144.9630994,Restaurant,,Italian,Restaurant,Fast food restaurant,Fish & chips shop,Halal restaurant,Hamburger restaurant,Takeaway,Pasta shop,Pizza delivery,Pizza restaurant,Pizza Takeaway,,Restaurant,8.67E+18,FALSE,,,147 City Rd,instagram.com,https://instagram.com/rozaskitchenfood?igshid=YmMyMTA2M2Y=,instagram.com,,,,,,,,,,,,,,,FALSE,ChIJASyEGq1C1moRULayAWTRVHg,"5XG7+G6 Southbank, Victoria, Australia",3006,$,4.7,66,1252,1081,94,31,30,16,8/10/2022 1:54,"https://www.google.com/maps/search/restaurant+near+Southbank+VIC/@-37.8216414,144.958715,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,147 City Rd,,FALSE,"https://www.google.com/maps/place/Roza%E2%80%99s+Kitchen+-+Pizza,+Burgers,+Pasta/@-37.8237063,144.9630994,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642ad1a842c01:0x7854d16401b2b650!8m2!3d-37.8237063!4d144.9630994?hl=en"
Palermo Restaurant,+61 3 9002 1600,https://www.palermo.melbourne/?utm_source=google&utm_medium=gmb,"401 Little Bourke St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.813901,144.960994,Restaurant,Bar,Argentinian,Argentinian restaurant,Bar,Function room facility,Restaurant,Steak house,,,,,,,Argentinian restaurant,1.15E+19,FALSE,,,401 Little Bourke St,palermo.melbourne,,https://www.palermo.melbourne/bookings?utm_source=google&utm_medium=gmb,,,,,,,,,,,,,,,FALSE,ChIJM0eB00pd1moRTO9zNo1_J6A,"5XP6+C9 Melbourne, Victoria, Australia",3000,$$$,4.7,21,1186,928,177,18,45,18,8/10/2022 1:23,"https://www.google.com/maps/search/Restraunt+CBD,+Melbourne+VIC+3000/@-37.8134205,144.9542724,15z?hl=en",,Victoria,401 Little Bourke St,,FALSE,"https://www.google.com/maps/place/Palermo+Restaurant/@-37.813901,144.960994,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d4ad3814733:0xa0277f8d3673ef4c!8m2!3d-37.813901!4d144.960994?hl=en"
Eureka 89 Dining & Events - Fine Dining Restaurant Melbourne,+61 3 9693 8889,http://www.eureka89.com.au/,"Level 89, Eureka Tower, 7 Riverside Quay, Southbank VIC 3006, Australia",Southbank,VIC,AU,-37.821413,144.964471,Restaurant,Bar,Western,Restaurant,Cocktail bar,Events Venue,Fine dining restaurant,Wedding venue,,,,,,,Restaurant,1.76E+19,FALSE,Floor 89 · Belgian Beer Cafe,,"Level 89, Eureka Tower, 7 Riverside Quay",eureka89.com.au,,https://eureka89.com.au/book,sevenrooms.com,,https://www.sevenrooms.com/reservations/eureka89/goog,,,,,,,,,,,,FALSE,ChIJZ-xZZrJC1moRuDmVvlWC5fM,"5XH7+CQ Southbank, Victoria, Australia",3006,$$$,4.7,16,803,666,86,18,17,16,8/10/2022 2:05,"https://www.google.com/maps/search/restaurant+near+Southbank+VIC/@-37.8216414,144.958715,16z?hl=en",,VIC,"Level 89, Eureka Tower, 7 Riverside Quay",,FALSE,"https://www.google.com/maps/place/Eureka+89+Dining+%26+Events+-+Fine+Dining+Restaurant+Melbourne/@-37.821413,144.964471,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642b26659ec67:0xf3e58255be9539b8!8m2!3d-37.821413!4d144.964471?hl=en"
Farmer's Daughters,+61 3 9116 8682,http://farmersdaughters.com.au/,"95 Exhibition Street, 80 Collins Precinct, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8135661,144.9710402,Restaurant,Bar,Western,Restaurant,Bar,Deli,,,,,,,,,Restaurant,1.36E+19,FALSE,Floor 0 · 80 Collins,,"95 Exhibition Street, 80 Collins Precinct",farmersdaughters.com.au,,https://www.farmersdaughters.com.au/reservations,,,,,,,,,,,,,,,FALSE,ChIJbVfLiJdD1moRk7I8Ws1zp7w,"5XPC+HC Melbourne, Victoria, Australia",3000,,4.7,54,712,591,72,14,22,13,8/10/2022 0:01,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!4m2!2m1!6e5?hl=en",,VIC,"95 Exhibition Street, 80 Collins Precinct",,FALSE,"https://www.google.com/maps/place/Farmer's+Daughters/@-37.8135661,144.9710402,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad6439788cb576d:0xbca773cd5a3cb293!8m2!3d-37.8135661!4d144.9710402?hl=en"
IKKAI - Melbourne CBD,+61 3 9639 6021,https://ikkai.com.au/,"Shop 19/235 -251 Bourke St, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8141364,144.9665395,Restaurant,Bar,Japanese,Japanese restaurant,Bar & grill,Izakaya restaurant,Modern izakaya restaurant,Seafood donburi restaurant,Sukiyaki restaurant,Tempura donburi restaurant,Yakiniku restaurant,,,,Japanese restaurant,3.51E+18,FALSE,Floor 0 · Council House 2,,Shop 19/235 -251 Bourke St,Order Up!,,9.52E+18,DoorDash,https://www.doordash.com/en-AU/store/ikkai-japanese-food-melbourne-2276198/?pickup=true&utm_campaign=gpa,doordash.com,liven.com.au,https://ikkai.order.liven.com.au/,liven.com.au,Just Eat,https://www.menulog.com.au/restaurants-ikkai-melbourne-cbd/menu?utm_source=google&utm_medium=organic&utm_campaign=orderaction,menulog.com.au,,,,,,FALSE,ChIJd_CK355D1moR9Yeh7VKpxDA,"5XP8+8J Melbourne, Victoria, Australia",3000,,4.7,93,658,565,48,16,18,11,8/10/2022 1:14,"https://www.google.com/maps/search/Restraunt+CBD,+Melbourne+VIC+3000/@-37.8134205,144.9542724,15z/data=!4m2!2m1!6e5?hl=en",,Victoria,Shop 19/235 -251 Bourke St,,FALSE,"https://www.google.com/maps/place/IKKAI+-+Melbourne+CBD/@-37.8141364,144.9665395,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad6439edf8af077:0x30c4a952eda187f5!8m2!3d-37.8141364!4d144.9665395?hl=en"
Carlton Wine Room,+61 3 9347 2626,http://thecarltonwineroom.com.au/,"172-174 Faraday St, Carlton VIC 3053, Australia",Carlton,VIC,AU,-37.7986111,144.9686111,Restaurant,,Western,Restaurant,Function room facility,Wine bar,,,,,,,,,Restaurant,1.08E+19,FALSE,,,172-174 Faraday St,thecarltonwineroom.com.au,,http://thecarltonwineroom.com.au/,opentable.com.au,,https://www.opentable.com.au/restaurant/profile/51584?ref=11025,,,,,,,,,,,,FALSE,ChIJl1h079ZC1moRvDBPl2x_L5Y,"6X29+HC Carlton, Victoria, Australia",3053,$$$,4.7,38,614,496,78,9,19,12,8/10/2022 0:13,"https://www.google.com/maps/search/restaurant+near+Carlton+VIC/@-37.8009444,144.9640258,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,172-174 Faraday St,,FALSE,"https://www.google.com/maps/place/Carlton+Wine+Room/@-37.7986111,144.9686111,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642d6ef745897:0x962f7f6c974f30bc!8m2!3d-37.7986111!4d144.9686111?hl=en"
Cairo Nights Restaurant & Bar,+61 478 074 419,http://www.caironightsrestaurant.com.au/,"5/252 Lygon St, Carlton VIC 3053, Australia",Carlton,VIC,AU,-37.8013126,144.9671422,Restaurant,,Egyptian,Egyptian restaurant,,,,,,,,,,,Egyptian restaurant,6.61E+18,FALSE,,,5/252 Lygon St,,,,,,,,,,,,,,,,,,FALSE,ChIJn8cnAwlD1moRnS74GMQorVs,"5XX8+FV Carlton, Victoria, Australia",3053,,4.7,4,584,508,33,22,9,12,8/10/2022 0:28,"https://www.google.com/maps/search/restaurant+near+Carlton+VIC/@-37.8009444,144.9640258,16z/data=!3m1!4b1?hl=en",,Victoria,5/252 Lygon St,,FALSE,"https://www.google.com/maps/place/Cairo+Nights+Restaurant+%26+Bar/@-37.8013126,144.9671422,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad643090327c79f:0x5bad28c418f82e9d!8m2!3d-37.8013126!4d144.9671422?hl=en"
Epocha Restaurant | Hope Food & Wine,+61 3 9036 4949,https://epocha.com.au/,"49 Rathdowne St, Carlton VIC 3053, Australia",Carlton,VIC,AU,-37.8059977,144.9687706,Restaurant,,European,European restaurant,Function room facility,Wedding venue,,,,,,,,,European restaurant,1.30E+19,FALSE,,,49 Rathdowne St,hungryhungry.com,,https://order.hungryhungry.com/epocha/menu,,,,,,,,,,,,,,,FALSE,ChIJT5LLMM5C1moRQpzKBTsbS7Q,"5XV9+JG Carlton, Victoria, Australia",3053,$$$,4.7,21,571,467,63,9,18,14,8/10/2022 0:15,"https://www.google.com/maps/search/restaurant+near+Carlton+VIC/@-37.8009444,144.9640258,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,49 Rathdowne St,,FALSE,"https://www.google.com/maps/place/Epocha+Restaurant+%7C+Hope+Food+%26+Wine/@-37.8059977,144.9687706,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642ce30cb924f:0xb44b1b3b05ca9c42!8m2!3d-37.8060011!4d144.9688242?hl=en"
Roccella,+61 3 9416 1700,http://roccellamelbourne.com.au/,"158 Clarendon St, East Melbourne VIC 3002, Australia",East Melbourne,VIC,AU,-37.8117379,144.9835304,Restaurant,,Restaurant,Restaurant,,,,,,,,,,,Restaurant,1.41E+19,FALSE,,,158 Clarendon St,nowbookit.com,,"https://booking.nowbookit.com/steps/sitting-details?accent=86,85,87&accountid=ade93628-bf8e-4797-93ec-fbb5de5a6f22&theme=light&venueid=2279",,,,,,,,,,,,,,,FALSE,ChIJiWZcQlZD1moReLf1KVvQ98M,"5XQM+8C East Melbourne, Victoria, Australia",3002,$$,4.7,7,558,469,61,14,6,8,8/10/2022 0:30,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!3m1!4b1?hl=en",,Victoria,158 Clarendon St,,FALSE,"https://www.google.com/maps/place/Roccella/@-37.8117379,144.9835304,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad64356425c6689:0xc3f7d05b29f5b778!8m2!3d-37.8117379!4d144.9835304?hl=en"
Cucinetta Melb since 2013,+61 3 9942 2607,http://cucinettamelb.com.au/,"4/3 Murphy St, South Yarra VIC 3141, Australia",South Yarra,VIC,AU,-37.8383357,144.990184,Restaurant,,Italian,Italian restaurant,,,,,,,,,,,Italian restaurant,1.41E+19,FALSE,,,4/3 Murphy St,hungryhungry.com,http://order.hungryhungry.com/cucinetta/menu,hungryhungry.com,,,,,,,,,,,,,,,FALSE,ChIJBVT8tZ1C1moR3IU3WuZdzcM,"5X6R+M3 South Yarra, Victoria, Australia",3141,$$,4.7,5,541,441,62,11,14,13,8/10/2022 2:07,"https://www.google.com/maps/search/restaurant+near+South+Yarra+VIC/@-37.8408638,144.9811033,15z?hl=en",,Victoria,4/3 Murphy St,,FALSE,"https://www.google.com/maps/place/Cucinetta+Melb+since+2013/@-37.8383357,144.990184,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad6429db5fc5405:0xc3cd5de65a3785dc!8m2!3d-37.8383357!4d144.990184?hl=en"
New Somali Kitchen,+61 3 8589 7631,http://www.newsomalikitchen.com.au/,"284 Racecourse Rd, Flemington VIC 3031, Australia",Flemington,VIC,AU,-37.7881394,144.9310861,Restaurant,,East African,East African restaurant,,,,,,,,,,,East African restaurant,4.99E+18,FALSE,,,284 Racecourse Rd,,,,,,,,,,,,,,,,,,FALSE,ChIJh07Qgxtd1moRIWIQpwtdN0U,"6W6J+PC Flemington, Victoria, Australia",3031,$,4.7,3,464,396,39,15,12,2,8/10/2022 1:08,"https://www.google.com/maps/search/restaurant+near+Flemington+VIC/@-37.7883677,144.9148181,14z?hl=en",,Victoria,284 Racecourse Rd,,FALSE,"https://www.google.com/maps/place/New+Somali+Kitchen/@-37.7881394,144.9310861,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d1b83d04e87:0x45375d0ba7106221!8m2!3d-37.7881662!4d144.931082?hl=en"
Cosi Bar Ristorante since 1996,+61 3 9867 3999,http://cosirestaurant.com.au/,"68 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,VIC,AU,-37.8387992,144.9888325,Restaurant,Bar,Italian,Italian restaurant,Bar,European restaurant,,,,,,,,,Italian restaurant,1.70E+19,FALSE,,,68 Toorak Rd,hungryhungry.com,http://order.hungryhungry.com/cosirestaurant,hungryhungry.com,,,,,,,,,,,,,,,FALSE,ChIJMbjq351C1moRIF6yNSR_YOs,"5X6Q+FG South Yarra, Victoria, Australia",3141,$$,4.7,15,458,380,46,10,19,3,8/10/2022 2:06,"https://www.google.com/maps/search/restaurant+near+South+Yarra+VIC/@-37.8408638,144.9811033,15z?hl=en",,Victoria,68 Toorak Rd,,FALSE,"https://www.google.com/maps/place/Cosi+Bar+Ristorante+since+1996/@-37.8387992,144.9888325,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad6429ddfeab831:0xeb607f2435b25e20!8m2!3d-37.8387992!4d144.9888325?hl=en"
Amiconi Restaurant,+61 3 9328 3710,https://www.amiconi.com.au/menu,"359 Victoria St, West Melbourne VIC 3003, Australia",West Melbourne,VIC,AU,-37.805384,144.949577,Restaurant,,Italian,Italian restaurant,,,,,,,,,,,Italian restaurant,6.30E+18,FALSE,,,359 Victoria St,,,,,,,,,,,,,,,,,,FALSE,ChIJPygi0jld1moRk8KoFG7mdFc,"5WVX+RR West Melbourne, Victoria, Australia",3003,$$,4.7,35,440,345,65,8,14,8,8/10/2022 0:16,"https://www.google.com/maps/search/restaurant+near+North+Melbourne+VIC/@-37.8015566,144.9488339,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,359 Victoria St,,FALSE,"https://www.google.com/maps/place/Amiconi+Restaurant/@-37.805384,144.949577,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad65d39d222283f:0x5774e66e14a8c293!8m2!3d-37.8053167!4d144.9495933?hl=en"
Geppetto Trattoria,+61 3 9417 4691,http://www.geppettotrattoria.com/,"78A Wellington Parade, East Melbourne VIC 3002, Australia",East Melbourne,VIC,AU,-37.8164817,144.9873908,Restaurant,,Italian,Italian restaurant,Caterer,Function room facility,Takeout Restaurant,Restaurant,,,,,,,Italian restaurant,8.04E+17,FALSE,,,78A Wellington Parade,geppettotrattoria.com,,https://geppettotrattoria.com/,,,,,,,,,,,,,,,FALSE,ChIJW5Nn5-tC1moR1KnPe_szKQs,"5XMP+CX East Melbourne, Victoria, Australia",3002,$$,4.7,3,390,298,71,6,9,6,8/10/2022 0:31,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!3m1!4b1?hl=en",,Victoria,78A Wellington Parade,,FALSE,"https://www.google.com/maps/place/Geppetto+Trattoria/@-37.8164817,144.9873908,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642ebe767935b:0xb2933fb7bcfa9d4!8m2!3d-37.8164817!4d144.9873908?hl=en"
The Tippler & Co.,+61 3 7008 4286,http://www.thetipplerandco.com/,"58 Wellington Parade, East Melbourne VIC 3002, Australia",East Melbourne,VIC,AU,-37.8165593,144.9882401,Restaurant,Bar,Western,Restaurant,Bar,Function room facility,Wine bar,,,,,,,,Restaurant,3.94E+18,FALSE,,,58 Wellington Parade,,,,,,,,,,,,,,,,,,FALSE,ChIJoQ71_OtC1moREoPyA323sjY,"5XMQ+97 East Melbourne, Victoria, Australia",3002,$$,4.7,8,352,260,75,5,8,4,8/10/2022 0:30,"https://www.google.com/maps/search/restaurant+near+East+Melbourne+VIC/@-37.814442,144.9759493,16z/data=!3m1!4b1?hl=en",,Victoria,58 Wellington Parade,,FALSE,"https://www.google.com/maps/place/The+Tippler+%26+Co./@-37.8165593,144.9882401,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad642ebfcf50ea1:0x36b2b77d03f28312!8m2!3d-37.8165593!4d144.9882401?hl=en"
CIEL Cafe,+61 3 9896 7995,http://www.cielcafe.com.au/,"48 Cecil St, Southbank VIC 3006, Australia",Southbank,VIC,AU,-37.8288751,144.9556648,Cafe,,Cafe,Cafe,Australian restaurant,Breakfast restaurant,Coffee shop,,,,,,,,Cafe,1.17E+18,FALSE,,,48 Cecil St,,,,,,,,,,,,,,,,,,FALSE,ChIJp_40rPhn1moRsKphY_EJRRA,"5XC4+C7 Southbank, Victoria, Australia",3006,,4.7,99,307,244,43,5,13,2,8/10/2022 1:49,"https://www.google.com/maps/search/restaurant+near+Southbank+VIC/@-37.8216414,144.958715,16z/data=!4m2!2m1!6e5?hl=en",,Victoria,48 Cecil St,,FALSE,"https://www.google.com/maps/place/CIEL+Cafe/@-37.8288751,144.9556648,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad667f8ac34fea7:0x104509f16361aab0!8m2!3d-37.8288751!4d144.9556648?hl=en"
Ginger Olive | Restaurant and Grill,+61 435 889 768,http://www.gingerolive.com.au/,"Shop 2/38 Manchester Ln, Melbourne VIC 3000, Australia",Melbourne,VIC,AU,-37.8164935,144.9662126,Restaurant,,Australian,Restaurant,Grill,Asian fusion restaurant,Bar,Barbecue restaurant,Cafe,Cocktail bar,Event venue,Steak house,,,Restaurant,4.04E+18,FALSE,,,Shop 2/38 Manchester Ln,gingerolive.com.au,,https://www.gingerolive.com.au/booking/,,,,,,,,,,,,,,,FALSE,ChIJYQshxZlD1moRPF2J6jMLCTg,"5XM8+CF Melbourne, Victoria, Australia",3000,,4.7,18,295,236,42,3,9,5,8/10/2022 1:23,"https://www.google.com/maps/search/Restraunt+CBD,+Melbourne+VIC+3000/@-37.8134205,144.9542724,15z?hl=en",,Victoria,Shop 2/38 Manchester Ln,,FALSE,"https://www.google.com/maps/place/Ginger+Olive+%7C+Restaurant+and+Grill/@-37.8164935,144.9662126,17z/data=!3m1!4b1!4m5!3m4!1s0x6ad64399c5210b61:0x38090b33ea895d3c!8m2!3d-37.8164935!4d144.9662126?hl=en"
