name,categoryName,website,phone,address,Suburb,state,countryCode,postalCode,location/lat,location/lng,totalScore,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar
Flemington Kebab House,Restaurant,http://flemington-kebabhouse.com/,+61 3 9376 2767,"301 Racecourse Rd, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.7885198,144.9308944,4.4,611,451,67,52,29,12
Kaprica,Restaurant,https://m.facebook.com/kapricacarlton,+61 447 043 404,"50 Grattan St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8006944,144.9678694,4.4,606,366,158,26,43,13
The Waiters Restaurant,Restaurant,,+61 3 9650 1508,"20 Meyers Pl, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.812078,144.97235,4.4,603,371,152,23,39,18
Philhellene,Restaurant,http://www.philhellene.com.au/,+61 3 9370 3303,"551-553 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",Moonee Ponds,Victoria,AU,3039,-37.7693864,144.9254166,4.4,602,385,125,30,47,15
Hurricane Handsome,Cafe,http://hurricanehandsome.com.au/,+61 3 9645 1080,"329-331 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.836078,144.94434,4.4,590,377,151,19,27,16
The Rice Cooker,Restaurant,http://thericecooker.com.au/,+61 3 9041 9190,"Shop 3/33 Flemington Rd, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.800357,144.955367,4.4,575,340,174,15,38,8
The House of Mandi,Restaurant,https://www.facebook.com/thehouseofmandi/,+61 3 9077 3963,"326 Racecourse Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.787998,144.929855,4.4,568,381,99,40,38,10
Embassy Cafe,Cafe,https://m.facebook.com/EmbassyCafe547/,+61 3 9328 1830,"547 Spencer St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8081322,144.9478149,4.4,531,346,121,19,37,8
Donnini's,Restaurant,http://www.donninis.com.au/,+61 3 9347 3128,"320 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7994889,144.9673139,4.4,522,360,93,25,33,11
Kebab Connection,Restaurant,https://kebabconnection.com.au/,+61 3 9042 2412,"320 Victoria St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8056567,144.9555166,4.4,520,391,48,43,28,10
Fratellino - South Yarra,Restaurant,http://www.fratellino.com.au/,+61 3 9826 3624,"415 Malvern Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8475181,145.0004623,4.4,512,362,64,37,29,20
Aagaman Indian Nepalese Restaurant & Function Catering Service Melbourne,Restaurant,https://www.aagamanrestaurant.com.au/,+61 3 9676 9234,"271 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8374938,144.9430865,4.4,507,347,88,31,30,11
Claypots Barbarossa,Restaurant,http://www.claypotsbarbarossa.com.au/,+61 3 9670 5255,"79 Hardware Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8129361,144.9608111,4.4,488,329,86,32,23,18
The French Brasserie,Restaurant,http://www.thefrenchbrasserie.com.au/,+61 3 9662 1632,"2 Malthouse Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8154573,144.9715812,4.4,482,323,97,21,22,19
Burgerlove South Melbourne,Restaurant,http://www.burgerlove.co/,+61 3 9939 6794,"2 George St, South Melbourne VIC 3205, Australia",South Melbourne,Victoria,AU,3205,-37.8305556,144.9519444,4.4,456,304,82,25,31,14
Atlas Dining,Restaurant,http://www.atlasdining.com.au/,+61 3 9826 2621,"133 Commercial Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.84629,144.990957,4.4,423,327,35,39,16,6
Red Cliff Authentic Chinese Restaurant,Restaurant,,+61 3 9602 1886,"Ground Floor, 256 Queen St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8125912,144.9597801,4.4,422,300,51,38,28,5
D’Penyetz & D’Cendol Carlton (HALAL),Restaurant,https://www.dpenyetz.com.au/,+61 3 9639 8777,"112-114 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.804426,144.966564,4.4,419,283,71,24,31,10
Hansang,Restaurant,http://www.hansang.com.au/,+61 3 9995 0867,"347/349 King St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.812149,144.953494,4.4,416,253,112,17,25,9
Makan,Restaurant,http://makaninmelbourne.com.au/,+61 3 9642 3109,"360 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8164313,144.9622636,4.4,410,274,88,16,20,12
Bottega Restaurant,Restaurant,http://www.bottega.com.au/,+61 3 9654 2252,"74 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8117287,144.9710292,4.4,394,248,84,12,35,15
Pho Victoria,Restaurant,,+61 3 9972 7283,"372 Victoria St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8054518,144.9539362,4.4,389,245,97,13,29,5
Il Caminetto,Restaurant,http://www.ilcaminetto.com.au/,+61 3 9370 6884,"114 Pascoe Vale Rd, Moonee Ponds VIC 3039, Australia",Moonee Ponds,Victoria,AU,3039,-37.7616287,144.9261334,4.4,377,264,64,21,15,13
Twenty & Six Espresso,Cafe,http://www.twentyandsix.com.au/,+61 3 9326 9239,"594 Queensberry St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8026775,144.9474653,4.4,361,239,80,16,20,6
A Treat of France (Southbank),Cafe,http://atreatoffrance.com/,+61 3 9043 6855,"269 City Rd, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8270808,144.9590642,4.4,352,234,68,19,23,8
Ombra,Restaurant,/url?q=http://www.ombrabar.com.au/&sa=U&ved=0ahUKEwiB8fzVk876AhUBjIkEHZ6cAVcQ61gIGygQ&usg=AOvVaw0z3Q8MRu-EA_OCPyiyGW1z,+61 3 9639 1927,"76 Bourke St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8117314,144.9709552,4.4,351,229,81,12,19,10
The Cricketers - Neighbourhood Eatery,Bar,https://www.thecricketersport.com.au/,+61 3 9087 5858,"69 Cruikshank St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8387886,144.9463933,4.4,345,224,78,14,18,11
Shakahari,Restaurant,https://www.shakaharivegetarian.com.au/,+61 3 9347 3848,"201-203 Faraday St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.798995,144.967807,4.4,344,216,91,9,18,10
RuYi Modern Chinese,Restaurant,/url?q=https://www.ruyi.com.au/&sa=U&ved=0ahUKEwia6PPnk876AhUQrYkEHTFcDJQQ61gIHigS&usg=AOvVaw2EU5w9vT0HJ4eFRAq_Njpa,+61 3 9090 7778,"Ground Floor, 16 Liverpool St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8111063,144.9714699,4.4,342,255,23,27,23,14
TEN BBQ & HOTPOT,Restaurant,https://m.facebook.com/tenbbqhotpot,+61 452 655 386,"143 City Rd, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8236294,144.9632512,4.4,339,212,79,19,23,6
Pizze Societe,Restaurant,http://www.pizzesociete.com.au/,+61 3 9646 7775,"2 S Wharf Dr, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8235128,144.9407563,4.4,333,238,50,19,19,7
Hot Poppy cafe,Cafe,https://hotpoppycafe.com.au/,+61 3 9326 9299,"9 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8047964,144.9491014,4.4,326,195,94,12,20,5
Toast Kitchen Cafe,Cafe,http://toast-caffe.edan.io/,+61 3 9329 9322,"13 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8046474,144.9491338,4.4,313,203,65,8,19,18
Hakata Gensuke Yatai Ramen Carlton,Restaurant,https://gensuke.com.au/carlton/,+61 3 9078 4819,"126 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8040994,144.9666287,4.4,313,205,69,13,21,5
Yagiz,Restaurant,http://www.yagiz.com.au/,+61 3 9821 4758,"22 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8385489,144.9872802,4.4,312,231,36,23,14,8
Gypsy and Pig,Restaurant,https://gypsy-and-pig.webflow.io/,+61 3 9640 0731,"391 Little Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8117895,144.9603231,4.4,302,189,71,14,20,8
Fruits of Passion,Cafe,http://www.fruitsofpassioncafe.com/,+61 3 9376 8588,"188 Bellair St, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.7939189,144.930139,4.4,301,201,67,13,12,8
Matzip Korean BBQ Restaurant,Restaurant,https://www.facebook.com/MATZIPKBBQ,+61 3 9041 9770,"179-181 Victoria St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8059939,144.9555717,4.4,295,195,56,16,22,6
ARU Restaurant,Restaurant,https://aru.net.au/,+61 3 9939 8113,"268 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8144236,144.9656851,4.4,291,203,48,14,16,10
Balderdash,Cafe,https://m.facebook.com/balderdashcafepm/,+61 3 9077 3813,"295 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8369444,144.9436111,4.4,289,182,65,10,24,8
Glenda Pho Cafe,Restaurant,https://glendapho-cafe.com.au/,+61 3 9646 5124,"191 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8390215,144.9414333,4.4,285,177,74,4,23,7
Station Street Trading Co.,Cafe,,+61 3 9646 6663,"166 Station St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8334934,144.9443328,4.4,283,184,63,8,20,8
Vegie Kitchen,Restaurant,,+61 3 9686 9188,"113 Queens Bridge St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8248699,144.9605566,4.4,258,167,57,12,17,5
Hazel,Restaurant,http://www.hazelrestaurant.com.au/,+61 3 9070 4938,"164 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8158872,144.9687316,4.4,258,184,33,14,19,8
Sushi Ten,Restaurant,,+61 3 9349 3090,"178 Rathdowne St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.795197,144.971162,4.4,245,184,21,26,8,6
M Yong Tofu,Restaurant,,+61 3 9376 0168,"314 Racecourse Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.7880223,144.930238,4.4,243,162,43,14,18,6
Sosta Cucina,Restaurant,http://www.sosta.com.au/,+61 3 9329 2882,"12 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8047811,144.9495167,4.4,236,155,52,13,12,4
Thai City Restaurant,Restaurant,https://thaicityrestaurant.com.au/,+61 3 9663 2028,"124 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.804155,144.96665,4.4,229,151,48,9,16,5
Char Siu House,Restaurant,http://www.charsiuhouse.com/,+61 3 9328 2812,"37 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.804119,144.949078,4.4,222,146,42,10,19,5
Bacash Restaurant,Restaurant,http://www.bacash.com.au/,+61 3 9866 3566,"175 Domain Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8341667,144.9819444,4.4,222,145,49,13,12,3
The Melbourne Supper Club,Restaurant,http://www.melbournesupperclub.com.au/,+61 3 9654 6300,"First Floor, 161 Spring St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8109568,144.9724344,4.4,221,135,59,4,13,10
HAN & LE MIEL,Restaurant,/url?q=http://www.hanlemiel.com/&sa=U&ved=0ahUKEwiH8tS0lc76AhVZjYkEHe_wDP0Q61gIGygQ&usg=AOvVaw2P7K9v8KuR_7ukTAaYqnzA,+61 3 7012 4138,"330 Cardigan St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.7968528,144.9664306,4.4,217,139,47,6,16,9
IL Duca Restaurant,Restaurant,https://www.ilducarestaurant.com.au/,+61 3 9417 4243,"132 Wellington Parade, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8162867,144.985711,4.4,214,132,48,6,20,8
Dong Phuong Vietnamese Cuisine,Restaurant,,+61 3 9193 0711,"122 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.80419,144.966606,4.4,203,143,23,13,22,2
ONE FALL,Cafe,http://www.onefall.com.au/,+61 3 9376 6444,"285 Racecourse Rd, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.788564,144.9316043,4.4,184,117,41,3,18,5
Blended Beard,Cafe,http://www.blendedbeard.com.au/,+61 412 629 163,"818 Bourke St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8195202,144.94419,4.4,174,106,52,4,7,5
Malay Momma,Restaurant,http://www.malaymomma.com.au/,+61 3 7006 0499,"56 Kavanagh St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8241271,144.9639622,4.4,166,110,35,8,10,3
The Member's Lounge @ Reggio Calabria Club,Restaurant,http://www.reggiocalabriaclub.com.au/,+61 3 9380 6500,"476 Brunswick Rd, Parkville VIC 3052, Australia",Parkville,Victoria,AU,3052,-37.7751458,144.9380559,4.4,157,101,35,3,13,5
The Golden Triangle Restaurant,Restaurant,http://thegoldentriangle.com.au/,+61 3 9820 3633,"Unit 1/123 Park St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8342831,144.982284,4.4,156,102,34,6,11,3
Pimm Thai Cafe,Restaurant,http://www.pimmthaicafe.com.au/,+61 3 9043 3879,"170 Bellair St, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.793527,144.929966,4.4,156,104,31,7,9,5
Sassone,Restaurant,http://www.sassone.com.au/,+61 3 9681 8289,"70 Lorimer St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8246249,144.9461021,4.4,154,103,28,10,9,4
A Treat of France (North Melbourne),Cafe,https://atreatoffrance.com/,+61 3 9326 6620,"37 Flemington Rd, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8002666,144.9552635,4.4,154,96,42,5,6,5
Ichimaki,Restaurant,,+61 3 9606 0358,"313 Spencer St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8139094,144.9514927,4.4,145,92,34,5,10,4
Master Ma Kitchen,Restaurant,https://inline.app/booking/-MgENu-KVgh0VBvgUi0x:inline-live-2/-MgENuAOQ-Szknjix6zA,+61 3 9853 5277,"309 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8395223,144.9975225,4.4,133,95,17,9,8,4
Kim Sing Restaurant,Restaurant,,+61 451 818 328,"310 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8172905,144.9636965,4.4,129,87,23,5,11,3
Spirit Of Melbourne Cruising Restaurant,Restaurant,http://www.melbcruises.com.au/,+61 3 8610 2600,"Southbank Promenade, Southbank Berth 1, Melbourne VIC 3006, Australia",Melbourne,Victoria,AU,3006,-37.8199496,144.9655336,4.4,128,87,25,10,3,3
Port Melbourne Chippery,Takeout Restaurant,https://portmelbournechippery.com.au/,+61 3 9646 0503,"279 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.837293,144.943133,4.4,124,79,32,7,5,1
The Workers' Food Room,Restaurant,https://www.workersfoodroom.com.au/,+61 3 9602 3220,"472 Little Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8130354,144.9555453,4.4,123,79,29,3,9,3
Hanoi in North Melbourne,Restaurant,,+61 3 9348 9217,"8 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8049189,144.9494931,4.4,114,71,24,3,13,3
Chin Chin,Restaurant,http://www.chinchinrestaurant.com.au/,+61 3 8663 2000,"125 Flinders Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.815614,144.970377,4.3,5860,3612,1186,331,470,261
Stalactites Restaurant,Restaurant,http://www.stalactites.com.au/,+61 3 9663 3316,"177/183 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8110808,144.9670491,4.3,5845,3317,1547,276,549,156
Betty's Burgers,Restaurant,http://www.bettysburgers.com.au/,+61 3 9642 5823,"97 Elizabeth St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8158957,144.9637306,4.3,4608,2519,1301,182,451,155
The Meat & Wine Co Southbank,Restaurant,https://themeatandwineco.com/melbourne-restaurants/southbank/?utm_source=google&utm_medium=organic&utm_campaign=yext&utm_content=booking-southbank,+61 3 9696 5333,"Freshwater Place, 3 Queens Bridge St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8215461,144.961854,4.3,2825,1689,740,114,201,81
Tiamo,Restaurant,http://www.tiamo.com.au/,+61 3 9347 5759,"303 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.79818,144.967079,4.3,2238,1280,633,77,183,65
Carl's Jr. Docklands,Restaurant,https://carlsjr.com.au/,+61 3 9600 0759,"Shop CW, G14/440 Docklands Dr, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8116606,144.9368297,4.3,1812,1210,275,130,127,70
Papa Gino's,Restaurant,http://www.papaginos.com.au/,+61 3 9347 5758,"221 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.8002083,144.9667889,4.3,1687,1023,394,64,149,57
Conservatory,Restaurant,https://www.crownmelbourne.com.au/restaurants/premium/conservatory/info-booking?utm_source=google&utm_medium=organic&utm_content=conservatory&utm_campaign=gmb,+61 3 9292 5777,"8, Level 1 Crown Towers, Whiteman St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8221027,144.9598176,4.3,1658,1027,360,89,119,63
Cookie,Bar,https://www.cookiemelbourne.com.au/,+61 3 9663 7660,"252 Swanston St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8120053,144.965164,4.3,1518,836,440,72,130,40
Miznon,Restaurant,http://www.miznonaustralia.com/,+61 3 9670 2861,"59 Hardware Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8134718,144.9610934,4.3,1379,871,286,77,106,39
Maccaroni Trattoria Italiana,Restaurant,http://www.maccaronitrattoria.com/,+61 3 9090 7634,"10-16 Manchester Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8160732,144.9659752,4.3,1093,618,278,47,102,48
Spicy Korea,Restaurant,,+61 3 9629 9797,"1/601 Little Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.817833,144.954844,4.3,1049,611,297,41,67,33
Waterfront Southgate,Restaurant,http://waterfrontsouthgate.com.au/,+61 3 9686 9766,"Southgate Precinct, 20/3 Southgate Ave, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8202217,144.9656542,4.3,905,576,182,48,64,35
"Wagyu Ya (South Yarra,Victoria )",Restaurant,http://www.wagyuya.com.au/,+61 3 9867 2882,"156 Toorak Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8390707,144.9913596,4.3,896,574,162,73,60,27
A25 Pizzeria,Restaurant,https://a25.com.au/,+61 3 9826 2233,"720 Chapel St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8365604,144.9964155,4.3,858,524,210,54,48,22
Steakhouse Grill 66,Restaurant,https://www.steakhouse66.com.au/,+61 3 9640 0808,"66 Newquay Promenade, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.81494,144.940797,4.3,857,533,158,64,84,18
Chef Lagenda Malaysian Kitchen,Restaurant,https://www.cheflagenda.com/,,"16 Pin Oak Cres, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.7877183,144.929595,4.3,805,465,219,31,67,23
Gingerboy,Restaurant,http://www.gingerboy.com.au/,+61 3 9662 4200,"27-29 Crossley St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8112056,144.9709778,4.3,731,440,159,35,55,42
Squires Loft Docklands,Restaurant,http://www.squiresloftdocklands.com.au/,+61 3 9670 9968,"818 Bourke St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8188288,144.9440938,4.3,726,412,183,38,72,21
The Meat & Wine Co South Yarra,Restaurant,https://themeatandwineco.com/melbourne-restaurants/south-yarra/?utm_source=google&utm_medium=organic&utm_campaign=yext&utm_content=booking-south-yarra,+61 3 9190 1588,"The Como Centre Shop 4 Corner Toorak Road &, Chapel St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8394928,144.9964165,4.3,703,428,148,37,54,36
Ciao Cielo,Restaurant,http://www.ciaocielo.com.au/,+61 3 9646 7697,"115 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.8403371,144.9403526,4.3,641,398,139,34,41,29
Dohtonbori (Docklands),Restaurant,/url?q=http://dohtonbori.com.au/&sa=U&ved=0ahUKEwiWhq2alc76AhUal4kEHfbRCmEQ61gIGygS&usg=AOvVaw3eWZi3RVcW8mlEJS2reH0O,+61 3 9600 0873,"The District Docklands, Level 1/14B Star Circus, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8122856,144.9368786,4.3,618,434,70,57,32,25
Lukumades,Cafe,http://www.lukumades.co/,+61 3 9326 6584,"83 Peel St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.8062979,144.9556383,4.3,614,402,102,49,38,23
Dinner by Heston Blumenthal,Restaurant,https://www.crownmelbourne.com.au/restaurants/premium/dinner-by-heston/info-booking?utm_source=google&utm_medium=organic&utm_content=dinner-by-heston&utm_campaign=Google%20Places,+61 3 9292 5779,"Level 3, Crown Towers, 8 Whiteman St, Southbank VIC 3006, Australia",Southbank,Victoria,AU,3006,-37.8219623,144.959887,4.3,578,390,81,33,45,29
Noisette Port Melbourne,Cafe,http://noisette.com.au/port-melbourne/,+61 3 9646 9555,"84 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.841617,144.9399369,4.3,525,311,134,33,32,15
KL Bunga Raya,Restaurant,http://www.klbungaraya.com.au/,+61 3 9329 1762,"34 Errol St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.8043626,144.9496249,4.3,523,320,129,29,34,11
The Local,Bar,https://www.thelocalportmelbourne.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=plcid_17307071603174860014,+61 3 9810 0076,"22-24 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.842748,144.938832,4.3,513,267,167,8,57,14
At ease - easy Thai,Restaurant,http://www.ateasethai.com.au/,+61 3 9639 6492,"195 Lonsdale St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8112572,144.9666395,4.3,500,298,122,32,38,10
Matilda 159 Domain,Restaurant,http://www.matilda159.com/,+61 3 9089 6668,"159 Domain Rd, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8342101,144.9816379,4.3,497,310,85,23,52,27
Mama Bear Cafe,Cafe,https://www.mamabearcafe.com.au/,+61 3 9376 3637,"528/531 Racecourse Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.787274,144.922696,4.3,492,296,115,19,38,24
Grey and Bliss Cafe,Cafe,https://www.greyandbliss.com.au/,+61 3 9646 9989,"197 Bay St, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,AU,3207,-37.838979,144.941645,4.3,432,267,98,23,30,14
Pho House,Restaurant,http://www.phohouse.com.au/,+61 3 9372 1426,"318 Racecourse Rd, Flemington VIC 3031, Australia",Flemington,Victoria,AU,3031,-37.7880797,144.930096,4.3,419,252,100,20,34,13
No35,Restaurant,http://no35.com.au/,+61 3 9653 0000,"25 Collins St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8138399,144.9733687,4.3,387,247,74,23,29,14
House of Lulu White,Cafe,http://www.houseofluluwhite.com.au/,+61 3 9997 5000,"4 Yarra St, South Yarra VIC 3141, Australia",South Yarra,Victoria,AU,3141,-37.8381051,144.9929441,4.3,380,247,66,24,30,13
GJ's Grill,Restaurant,,+61 3 9328 8242,"2/243 Franklin St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8095782,144.9567048,4.3,371,218,85,15,37,16
Le Bajo Milkbar,Cafe,https://lebajo.com.au/,+61 402 189 088,"8-14 Howard St, North Melbourne VIC 3051, Australia",North Melbourne,Victoria,AU,3051,-37.805084,144.9540363,4.3,352,215,66,14,36,21
Hawker Boys,Restaurant,http://hawkerboys.com.au/,+61 3 8590 4955,"85 Hardware Ln, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.8129421,144.9608214,4.3,351,191,98,15,39,8
Le Taj Restaurant & Lounge,Restaurant,http://letaj.com.au/,+61 3 9329 8402,"70-74 Rosslyn St, West Melbourne VIC 3003, Australia",West Melbourne,Victoria,AU,3003,-37.807758,144.952035,4.3,316,203,59,23,20,11
Berbeo Bros (Colombian street food),Restaurant,http://berbeobros.com/,+61 413 595 851,"602 City Rd, South Melbourne VIC 3205, Australia",South Melbourne,Victoria,AU,3205,-37.83371,144.949689,4.3,316,236,24,32,10,14
MMS Mirchi Madras Streat,Restaurant,https://mmsdockland.lifeintouch.net/,+61 401 555 480,"11/2 Waterview Walk, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8199541,144.9483075,4.3,297,194,46,26,22,9
Beast CBD,Restaurant,https://cbdbeastmelbourne.com/,+61 410 428 075,"231 Swanston St, Melbourne VIC 3000, Australia",Melbourne,Victoria,AU,3000,-37.812476,144.964906,4.3,293,180,58,12,22,21
Shinbashi Yakiniku,Restaurant,http://www.shinbashimelb.com/,+61 3 9347 3528,"294 Lygon St, Carlton VIC 3053, Australia",Carlton,Victoria,AU,3053,-37.800042,144.967327,4.3,284,178,59,16,23,8
Gozleme Kebab Docklands,Restaurant,,+61 424 041 179,"Observation Dr, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8123123,144.9371883,4.3,251,159,47,12,26,7
Fuji Teppanyaki,Restaurant,http://www.fujiteppanyaki.com.au/,+61 3 9370 2188,"545-547 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",Moonee Ponds,Victoria,AU,3039,-37.7695425,144.925564,4.3,247,145,61,12,20,9
Kensington Fish & Chips,Restaurant,http://kensington-chips.edan.io/,+61 3 9376 0370,"503 Macaulay Rd, Kensington VIC 3031, Australia",Kensington,Victoria,AU,3031,-37.7944836,144.9293598,4.3,218,138,41,12,14,13
