name,categoryName,website,phone,address,Suburb,state,countryCode,postalCode,location/lat,location/lng,rank,totalScore,Total number of review,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,cid,isAdvertisement,locatedIn,menu,neighborhood,permanentlyClosed,placeId,plusCode,price,scrapedAt,searchPageUrl,searchString,street,subTitle,temporarilyClosed,url
ACD Apartments,Hotel,http://acdapartments.com.au/,+61 3 9670 6611,"7 Caravel Ln, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8140176,144.9419352,8,4,204,102,52,24,14,9,3,Hotel,Serviced accommodation,,,,,,,,7.06E+18,FALSE,Boyd I Palladio I Sant'Elia,,7 Caravel Ln,FALSE,ChIJ0bV4Tl1d1moRXMOeh3HWCWI,"5WPR+9Q Docklands, Victoria, Australia",,8/10/2022 2:55,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144526,144.881204,13z/data=!3m1!4b1!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,7 Caravel Ln,,FALSE,"https://www.google.com/maps/place/ACD+Apartments/@-37.8140176,144.9419352,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d5d4e78b5d1:0x6209d671879ec35c!5m2!4m1!1i2!8m2!3d-37.8140176!4d144.9419352?hl=en"
Docklands Private Collection - City Harbour,Serviced accommodation,https://www.docklandsprivatecollection.com.au/,+61 3 9642 4220,"7/198 Harbour Esplanade, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8138556,144.9447022,6,4.4,330,165,111,35,12,6,1,Serviced accommodation,Apartment building,Extended stay hotel,Hotel,,,,,,1.02E+19,FALSE,,,7/198 Harbour Esplanade,FALSE,ChIJG8e9gkRd1moRSlWSX641wo0,"5WPV+FV Docklands, Victoria, Australia",,8/10/2022 2:56,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144526,144.881204,13z/data=!3m1!4b1!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,7/198 Harbour Esplanade,,FALSE,"https://www.google.com/maps/place/Docklands+Private+Collection+-+City+Harbour/@-37.8138556,144.9447022,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4482bdc71b:0x8dc235ae5f92554a!5m2!4m1!1i2!8m2!3d-37.8138556!4d144.9447022?hl=en"
Travelodge Hotel Melbourne Docklands,Hotel,https://www.travelodge.com.au/book-accommodation/melbourne/hotel-melbourne-docklands/?&utm_source=googleplaces&utm_medium=organic&utm_campaign=&utm_content=travelodge-melbourne-docklands,+61 3 8615 1000,"66 Aurora Ln, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8189969,144.9503634,5,4,3360,1680,625,647,75,259,74,Hotel,,,,,,,,,6.95E+17,FALSE,,,66 Aurora Ln,FALSE,ChIJfSu6n1pd1moRDCMv6dX8pAk,"5XJ2+C4 Docklands, Victoria, Australia",,8/10/2022 2:56,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144526,144.881204,13z/data=!3m1!4b1!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,66 Aurora Ln,,FALSE,"https://www.google.com/maps/place/Travelodge+Hotel+Melbourne+Docklands/@-37.8189969,144.9503634,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d5a9fba2b7d:0x9a4fcd5e92f230c!5m2!4m1!1i2!8m2!3d-37.8189969!4d144.9503634?hl=en"
Peppers Docklands Melbourne,Hotel,https://all.accor.com/hotel/B3T4/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjA3MDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9190 0000,"679 La Trobe St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8147446,144.947122,4,4.4,762,381,231,92,12,31,15,Hotel,,,,,,,,,1.16E+19,FALSE,,,679 La Trobe St,FALSE,ChIJZdrO4kRd1moRoKotgWN6dqA,"5WPW+4R Docklands, Victoria, Australia",,8/10/2022 2:56,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144526,144.881204,13z/data=!3m1!4b1!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,679 La Trobe St,,FALSE,"https://www.google.com/maps/place/Peppers+Docklands+Melbourne/@-37.8147446,144.947122,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d44e2ceda65:0xa0767a63812daaa0!5m2!4m1!1i2!8m2!3d-37.8147446!4d144.947122?hl=en"
The Sebel Melbourne Docklands,Hotel,https://www.sebeldocklands.com.au/,+61 3 9641 7500,"18 Aquitania Way, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8138051,144.9425242,3,4.2,2140,1070,570,287,75,94,44,Hotel,Extended stay hotel,Serviced accommodation,,,,,,,2.80E+18,FALSE,,,18 Aquitania Way,FALSE,ChIJdz_PE0Nd1moRVY-Jv7eM4yY,"5WPV+F2 Docklands, Victoria, Australia",££,8/10/2022 2:56,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144526,144.881204,13z/data=!3m1!4b1!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,18 Aquitania Way,,FALSE,"https://www.google.com/maps/place/The+Sebel+Melbourne+Docklands/@-37.8138051,144.9425242,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4313cf3f77:0x26e38cb7bf898f55!5m2!4m1!1i2!8m2!3d-37.8138051!4d144.9425242?hl=en"
"Quest NewQuay, Docklands",Hotel,https://www.questapartments.com.au/properties/vic/docklands/quest-newquay/overview?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=questnewquay,+61 3 9070 8000,"26 Caravel Ln, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8140377,144.9407744,2,4.4,472,236,160,43,14,14,5,Hotel,,,,,,,,,1.39E+19,FALSE,,,26 Caravel Ln,FALSE,ChIJGyg0lMZd1moRVm_0w5Cc28A,"5WPR+98 Docklands, Victoria, Australia",,8/10/2022 2:56,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144526,144.881204,13z/data=!3m1!4b1!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,26 Caravel Ln,,FALSE,"https://www.google.com/maps/place/Quest+NewQuay,+Docklands/@-37.8140377,144.9407744,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65dc69434281b:0xc0db9c90c3f46f56!5m2!4m1!1i2!8m2!3d-37.8140377!4d144.9407744?hl=en"
Four Points by Sheraton Melbourne Docklands,Hotel,https://www.marriott.com/en-us/hotels/melfp-four-points-by-sheraton-melbourne-docklands/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+61 3 8578 0000,"443 Docklands Dr, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.815317,144.9385419,1,4.3,2216,1108,611,344,49,71,33,Hotel,Meeting planning service,,,,,,,,6.20E+18,FALSE,,,443 Docklands Dr,FALSE,ChIJxYtyomdd1moRkol1RXBzCVY,"5WMQ+VC Docklands, Victoria, Australia",,8/10/2022 2:56,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144526,144.881204,13z/data=!3m1!4b1!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,443 Docklands Dr,,FALSE,"https://www.google.com/maps/place/Four+Points+by+Sheraton+Melbourne+Docklands/@-37.815317,144.9385419,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d67a2728bc5:0x5609737045758992!5m2!4m1!1i2!8m2!3d-37.815317!4d144.9385419?hl=en"
ACD Apartments,Hotel,http://acdapartments.com.au/,+61 3 9670 6611,"7 Caravel Ln, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8140176,144.9419352,40,4,204,102,52,24,14,9,3,Hotel,Serviced accommodation,,,,,,,,7.06E+18,FALSE,Boyd I Palladio I Sant'Elia,,7 Caravel Ln,FALSE,ChIJ0bV4Tl1d1moRXMOeh3HWCWI,"5WPR+9Q Docklands, Victoria, Australia",,8/10/2022 2:42,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,7 Caravel Ln,,FALSE,"https://www.google.com/maps/place/ACD+Apartments/@-37.8140176,144.9419352,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad65d5d4e78b5d1:0x6209d671879ec35c!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8140176!4d144.9419352?hl=en"
Melbourne Marriott Hotel Docklands,Hotel,https://www.marriott.com/en-us/hotels/meldl-melbourne-marriott-hotel-docklands/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+61 3 8638 6000,"15 Waterfront Way, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8136885,144.9392881,64,4.2,380,190,128,23,19,6,14,Hotel,Meeting planning service,,,,,,,,1.83E+19,FALSE,Floor 0 · The District Docklands,,15 Waterfront Way,FALSE,ChIJ5U45UxBd1moR8vQTvM_Clf4,"5WPQ+GP Docklands, Victoria, Australia",,8/10/2022 2:47,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,15 Waterfront Way,,FALSE,"https://www.google.com/maps/place/Melbourne+Marriott+Hotel+Docklands/@-37.8136885,144.9392881,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d1053394ee5:0xfe95c2cfbc13f4f2!5m2!4m1!1i2!8m2!3d-37.8136885!4d144.9392881?hl=en"
Grand Hotel Melbourne,Hotel,https://www.grandhotelmelbourne.com.au/,+61 3 9611 4567,"33 Spencer St, Docklands VIC 3000, Australia",Docklands,Victoria,AU,3000,-37.8206498,144.9544305,60,4.4,880,440,267,107,10,44,12,Hotel,Bar,Cocktail bar,Restaurant,,,,,,6.82E+18,FALSE,,,33 Spencer St,FALSE,ChIJ3dmt61Fd1moRKaWbEW3hml4,"5XH3+PQ Docklands, Victoria, Australia",$$,8/10/2022 2:48,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,33 Spencer St,,FALSE,"https://www.google.com/maps/place/Grand+Hotel+Melbourne/@-37.8206498,144.9544305,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d51ebadd9dd:0x5e9ae16d119ba529!5m2!4m1!1i2!8m2!3d-37.8206498!4d144.9544305?hl=en"
Winston Apartments,Hotel,http://www.winstonapartments.com.au/,+61 1300 082 005,"207S/889 Collins St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8210007,144.9415428,57,3.3,128,64,28,8,20,5,3,Hotel,,,,,,,,,1.01E+19,FALSE,,,207S/889 Collins St,FALSE,ChIJ160qiF1d1moR0M8IZaISdIw,"5WHR+HJ Docklands, Victoria, Australia",,8/10/2022 2:48,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,207S/889 Collins St,,FALSE,"https://www.google.com/maps/place/Winston+Apartments/@-37.8210007,144.9415428,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d5d882aadd7:0x8c7412a26508cfd0!5m2!4m1!1i2!8m2!3d-37.8210007!4d144.9415428?hl=en"
Peppers Docklands Melbourne,Hotel,https://all.accor.com/hotel/B3T4/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNjA3MDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9190 0000,"679 La Trobe St, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8147446,144.947122,42,4.4,762,381,231,92,12,31,15,Hotel,,,,,,,,,1.16E+19,FALSE,,,679 La Trobe St,FALSE,ChIJZdrO4kRd1moRoKotgWN6dqA,"5WPW+4R Docklands, Victoria, Australia",,8/10/2022 2:48,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,679 La Trobe St,,FALSE,"https://www.google.com/maps/place/Peppers+Docklands+Melbourne/@-37.8147446,144.947122,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d44e2ceda65:0xa0767a63812daaa0!5m2!4m1!1i2!8m2!3d-37.8147446!4d144.947122?hl=en"
Docklands Private Collection - City Harbour,Serviced accommodation,https://www.docklandsprivatecollection.com.au/,+61 3 9642 4220,"7/198 Harbour Esplanade, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8138556,144.9447022,33,4.4,330,165,111,35,12,6,1,Serviced accommodation,Apartment building,Extended stay hotel,Hotel,,,,,,1.02E+19,FALSE,,,7/198 Harbour Esplanade,FALSE,ChIJG8e9gkRd1moRSlWSX641wo0,"5WPV+FV Docklands, Victoria, Australia",,8/10/2022 2:50,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,7/198 Harbour Esplanade,,FALSE,"https://www.google.com/maps/place/Docklands+Private+Collection+-+City+Harbour/@-37.8138556,144.9447022,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4482bdc71b:0x8dc235ae5f92554a!5m2!4m1!1i2!8m2!3d-37.8138556!4d144.9447022?hl=en"
The Sebel Melbourne Docklands,Hotel,,+61 3 9641 7500,"18 Aquitania Way, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8138051,144.9425242,24,4.2,2140,1070,570,287,75,94,44,Hotel,Extended stay hotel,Serviced accommodation,,,,,,,2.80E+18,FALSE,,,18 Aquitania Way,FALSE,ChIJdz_PE0Nd1moRVY-Jv7eM4yY,"5WPV+F2 Docklands, Victoria, Australia",$$,8/10/2022 2:50,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,18 Aquitania Way,,FALSE,"https://www.google.com/maps/place/The+Sebel+Melbourne+Docklands/@-37.8138051,144.9425242,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d4313cf3f77:0x26e38cb7bf898f55!5m2!4m1!1i2!8m2!3d-37.8138051!4d144.9425242?hl=en"
Travelodge Hotel Melbourne Docklands,Hotel,https://www.travelodge.com.au/book-accommodation/melbourne/hotel-melbourne-docklands/?&utm_source=googleplaces&utm_medium=organic&utm_campaign=&utm_content=travelodge-melbourne-docklands,+61 3 8615 1000,"66 Aurora Ln, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8189969,144.9503634,20,4,3360,1680,625,647,75,259,74,Hotel,,,,,,,,,6.95E+17,FALSE,,,66 Aurora Ln,FALSE,ChIJfSu6n1pd1moRDCMv6dX8pAk,"5XJ2+C4 Docklands, Victoria, Australia",,8/10/2022 2:52,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,66 Aurora Ln,,FALSE,"https://www.google.com/maps/place/Travelodge+Hotel+Melbourne+Docklands/@-37.8189969,144.9503634,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d5a9fba2b7d:0x9a4fcd5e92f230c!5m2!4m1!1i2!8m2!3d-37.8189969!4d144.9503634?hl=en"
Four Points by Sheraton Melbourne Docklands,Hotel,https://www.marriott.com/en-us/hotels/melfp-four-points-by-sheraton-melbourne-docklands/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,+61 3 8578 0000,"443 Docklands Dr, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.815317,144.9385419,17,4.3,2216,1108,611,344,49,71,33,Hotel,Meeting planning service,,,,,,,,6.20E+18,FALSE,,,443 Docklands Dr,FALSE,ChIJxYtyomdd1moRkol1RXBzCVY,"5WMQ+VC Docklands, Victoria, Australia",,8/10/2022 2:53,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,443 Docklands Dr,,FALSE,"https://www.google.com/maps/place/Four+Points+by+Sheraton+Melbourne+Docklands/@-37.815317,144.9385419,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65d67a2728bc5:0x5609737045758992!5m2!4m1!1i2!8m2!3d-37.815317!4d144.9385419?hl=en"
"Quest NewQuay, Docklands",Hotel,https://www.questapartments.com.au/properties/vic/docklands/quest-newquay/overview?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=questnewquay,+61 3 9070 8000,"26 Caravel Ln, Docklands VIC 3008, Australia",Docklands,Victoria,AU,3008,-37.8140377,144.9407744,11,4.4,472,236,160,43,14,14,5,Hotel,,,,,,,,,1.39E+19,FALSE,,,26 Caravel Ln,FALSE,ChIJGyg0lMZd1moRVm_0w5Cc28A,"5WPR+98 Docklands, Victoria, Australia",,8/10/2022 2:53,"https://www.google.com/maps/search/hotels+near+Port+Melbourne+VIC/@-37.8105117,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,26 Caravel Ln,,FALSE,"https://www.google.com/maps/place/Quest+NewQuay,+Docklands/@-37.8140377,144.9407744,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad65dc69434281b:0xc0db9c90c3f46f56!5m2!4m1!1i2!8m2!3d-37.8140377!4d144.9407744?hl=en"
Knightsbridge Apartments,Indoor lodging,http://www.knightsbridgeapartments.com.au/,+61 3 9973 9868,"101 George St, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8155952,144.9869807,104,3.5,294,147,34,50,15,34,14,Indoor lodging,,,,,,,,,3.00E+17,FALSE,,,101 George St,FALSE,ChIJgwbaZelC1moR31F1EEAsKQQ,"5XMP+QQ East Melbourne, Victoria, Australia",,8/10/2022 2:36,"https://www.google.com/maps/search/hotels+near+Docklands+VIC/@-37.8144422,144.881204,13z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,101 George St,,FALSE,"https://www.google.com/maps/place/Knightsbridge+Apartments/@-37.8155952,144.9869807,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642e965da0683:0x4292c40107551df!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8155596!4d144.9869767?hl=en"
Birches Serviced Apartments,Indoor lodging,https://www.birches.com.au/,+61 3 9417 2344,"160 Simpson St, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8105772,144.9890597,7,4,244,122,57,35,10,15,5,Indoor accommodation,Hotel,,,,,,,,5.40E+17,FALSE,,,160 Simpson St,FALSE,ChIJ98nc3uVC1moRjYVlCdmKfgc,"5XQQ+QJ East Melbourne, Victoria, Australia",,8/10/2022 3:03,"https://www.google.com/maps/search/hotels+near+East+Melbourne+VIC/@-37.8108637,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,160 Simpson St,,FALSE,"https://www.google.com/maps/place/Birches+Serviced+Apartments/@-37.8105772,144.9890597,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642e5dedcc9f7:0x77e8ad90965858d!5m2!4m1!1i2!8m2!3d-37.8105778!4d144.9890555?hl=en"
City Edge Serviced Apartments,Serviced accommodation,https://www.cityedge.com.au/locations/east-melbourne/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business%20Page&utm_content=East%20Melbourne,+61 3 9005 5399,"179 Powlett St, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8108677,144.9858766,6,2.7,464,232,35,41,69,55,32,Serviced accommodation,Apartment building,Hotel,,,,,,,1.70E+18,FALSE,,,179 Powlett St,FALSE,ChIJE7XNE-ZC1moR8FMlGQlqlxc,"5XQP+M9 East Melbourne, Victoria, Australia",,8/10/2022 3:03,"https://www.google.com/maps/search/hotels+near+East+Melbourne+VIC/@-37.8108637,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,179 Powlett St,,FALSE,"https://www.google.com/maps/place/City+Edge+Serviced+Apartments/@-37.8108677,144.9858766,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642e613cdb513:0x17976a09192553f0!5m2!4m1!1i2!8m2!3d-37.8108677!4d144.9858766?hl=en"
Georgian Court Bed and Breakfast,Bed & breakfast,http://www.georgiancourt.com.au/,+61 3 9415 8221,"21 George St, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.815876,144.989385,5,3.5,306,153,50,35,23,29,16,Bed & breakfast,Breakfast restaurant,,,,,,,,7.06E+18,FALSE,,,21 George St,FALSE,ChIJzaO9sO5C1moR73dZL5azCGI,"5XMQ+JQ East Melbourne, Victoria, Australia",,8/10/2022 3:03,"https://www.google.com/maps/search/hotels+near+East+Melbourne+VIC/@-37.8108637,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,21 George St,,FALSE,"https://www.google.com/maps/place/Georgian+Court+Bed+and+Breakfast/@-37.815876,144.989385,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642eeb0bda3cd:0x6208b3962f5977ef!5m2!4m1!1i2!8m2!3d-37.8158784!4d144.9893833?hl=en"
Tribeca Serviced Apartments,Serviced accommodation,http://www.tribecaservicedapartments.com.au/,+61 3 9412 2100,"9c/166 Albert St, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8100547,144.9854431,4,3.3,878,439,117,112,85,73,52,Serviced accommodation,,,,,,,,,1.25E+19,FALSE,,,9c/166 Albert St,FALSE,ChIJPc6Y0-dC1moRMPR8BhD3J64,"5XQP+X5 East Melbourne, Victoria, Australia",,8/10/2022 3:03,"https://www.google.com/maps/search/hotels+near+East+Melbourne+VIC/@-37.8108637,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,9c/166 Albert St,,FALSE,"https://www.google.com/maps/place/Tribeca+Serviced+Apartments/@-37.8100547,144.9854431,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642e7d398ce3d:0xae27f710067cf430!5m2!4m1!1i2!8m2!3d-37.8100547!4d144.9854431?hl=en"
Pullman Melbourne On the Park,Hotel,https://all.accor.com/hotel/9875/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps&y_source=1_MTUzNTkyMjYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+61 3 9419 2000,"192 Wellington Parade, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8157469,144.9832559,3,4.1,4112,2056,944,692,71,236,113,Hotel,,,,,,,,,1.42E+19,FALSE,,,192 Wellington Parade,FALSE,ChIJnUqrC-pC1moR1m8YHIWduMQ,"5XMM+P8 East Melbourne, Victoria, Australia",$,8/10/2022 3:04,"https://www.google.com/maps/search/hotels+near+East+Melbourne+VIC/@-37.8108637,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,192 Wellington Parade,,FALSE,"https://www.google.com/maps/place/Pullman+Melbourne+On+the+Park/@-37.8157469,144.9832559,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642ea0bab4a9d:0xc4b89d851c186fd6!5m2!4m1!1i2!8m2!3d-37.8157469!4d144.9832559?hl=en"
Comfort Hotel East Melbourne,Hotel,https://www.choicehotels.com/victoria/east-melbourne/comfort-inn-hotels/au908?mc=llgoxxap,+61 451 367 688,"90 Albert St, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.810718,144.988036,2,3.2,494,247,63,64,61,46,13,Hotel,,,,,,,,,1.21E+19,FALSE,,,90 Albert St,FALSE,ChIJ54_tcuZC1moRMpHvIy4_yqc,"5XQQ+P6 East Melbourne, Victoria, Australia",,8/10/2022 3:04,"https://www.google.com/maps/search/hotels+near+East+Melbourne+VIC/@-37.8108637,144.9612234,14z/data=!4m4!2m3!5m2!5m1!1s2023-03-01?hl=en",,90 Albert St,,FALSE,"https://www.google.com/maps/place/Comfort+Hotel+East+Melbourne/@-37.810718,144.988036,17z/data=!3m1!4b1!4m8!3m7!1s0x6ad642e672ed8fe7:0xa7ca3f2e23ef9132!5m2!4m1!1i2!8m2!3d-37.810718!4d144.988036?hl=en"
Birches Serviced Apartments,Indoor lodging,https://www.birches.com.au/,+61 3 9417 2344,"160 Simpson St, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8105772,144.9890597,95,4,244,122,57,35,10,15,5,Indoor lodging,Hotel,,,,,,,,5.40E+17,FALSE,,,160 Simpson St,FALSE,ChIJ98nc3uVC1moRjYVlCdmKfgc,"5XQQ+QJ East Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,160 Simpson St,,FALSE,"https://www.google.com/maps/place/Birches+Serviced+Apartments/@-37.8105772,144.9890597,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642e5dedcc9f7:0x77e8ad90965858d!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8105778!4d144.9890555?hl=en"
City Edge Serviced Apartments,Serviced accommodation,https://www.cityedge.com.au/locations/east-melbourne/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business%20Page&utm_content=East%20Melbourne,+61 3 9005 5399,"179 Powlett St, East Melbourne VIC 3002, Australia",East Melbourne,Victoria,AU,3002,-37.8108677,144.9858766,92,2.7,464,232,35,41,69,55,32,Serviced accommodation,Apartment building,Hotel,,,,,,,1.70E+18,FALSE,,,179 Powlett St,FALSE,ChIJE7XNE-ZC1moR8FMlGQlqlxc,"5XQP+M9 East Melbourne, Victoria, Australia",,8/10/2022 2:45,"https://www.google.com/maps/search/hotels+near+Parkville+VIC/@-37.8105821,144.9612234,14z/data=!4m5!2m4!5m2!5m1!1s2023-03-01!6e3?hl=en",,179 Powlett St,,FALSE,"https://www.google.com/maps/place/City+Edge+Serviced+Apartments/@-37.8108677,144.9858766,17z/data=!3m1!4b1!4m9!3m8!1s0x6ad642e613cdb513:0x17976a09192553f0!5m3!1s2023-03-01!4m1!1i2!8m2!3d-37.8108677!4d144.9858766?hl=en"
